Potential applied (V)	WE(1).Current (A)	WE(1).Charge (C)	Time (s)	External(1).External 1 (V)	External(1).External 2 (V)
0.497589111328125	3.1524658203125E-05	0	200.840683492926	-1.3555908203125	6.915283203125
0.495147705078125	3.01666259765625E-05	1.50613095684093E-06	200.889511492803	-1.35528564453125	6.91558837890625
0.492706298828125	2.9888916015625E-05	2.97232691082172E-06	200.938339492679	-1.35498046875	6.91497802734375
0.490264892578125	2.83782958984375E-05	4.3948625716439E-06	200.987167492556	-1.35467529296875	6.91558837890625
0.487823486328125	2.825927734375E-05	5.77761238673702E-06	201.035995492433	-1.35772705078125	6.91497802734375
0.485382080078125	2.68585205078125E-05	7.12325845597661E-06	201.08482349231	-1.3580322265625	6.91558837890625
0.482940673828125	2.65716552734375E-05	8.42770259623649E-06	201.133651492186	-1.35528564453125	6.91558837890625
0.480499267578125	2.55889892578125E-05	9.70115252130199E-06	201.182479492063	-1.35467529296875	6.9146728515625
0.478057861328125	2.49420166015625E-05	1.09348166006384E-05	201.23130749194	-1.35284423828125	6.91650390625
0.475616455078125	2.442626953125E-05	1.21400935313432E-05	201.280135491817	-1.35284423828125	6.91497802734375
0.473175048828125	2.340087890625E-05	1.33077455757302E-05	201.328963491693	-1.35284423828125	6.91619873046875
0.470733642578125	2.32879638671875E-05	1.44476071000099E-05	201.37779149157	-1.3525390625	6.915283203125
0.468292236328125	2.20184326171875E-05	1.55537181854015E-05	201.426619491447	-1.35223388671875	6.9158935546875
0.465850830078125	2.2100830078125E-05	1.6630845493637E-05	201.475447491323	-1.3525390625	6.915283203125
0.463409423828125	2.08740234375E-05	1.76800331246341E-05	201.5242754912	-1.35223388671875	6.9158935546875
0.460968017578125	2.0806884765625E-05	1.86976303666597E-05	201.573103491077	-1.3525390625	6.915283203125
0.458526611328125	1.99432373046875E-05	1.96925047930563E-05	201.621931490954	-1.35223388671875	6.91558837890625
0.456085205078125	1.953125E-05	2.06562344828853E-05	201.67075949083	-1.3525390625	6.91558837890625
0.453643798828125	1.9110107421875E-05	2.15996242332039E-05	201.719587490707	-1.35223388671875	6.91497802734375
0.451202392578125	1.83074951171875E-05	2.25131370825693E-05	201.768415490584	-1.3555908203125	6.91619873046875
0.448760986328125	1.83013916015625E-05	2.34069066209486E-05	201.81724349046	-1.35467529296875	6.91497802734375
0.446319580078125	1.7218017578125E-05	2.42740770772798E-05	201.866071490337	-1.3525390625	6.91650390625
0.443878173828125	1.74407958984375E-05	2.51202382060001E-05	201.914899490214	-1.3519287109375	6.91497802734375
0.441436767578125	1.63330078125E-05	2.59447915595956E-05	201.963727490091	-1.34979248046875	6.91619873046875
0.438995361328125	1.644287109375E-05	2.67449813691201E-05	202.012555489967	-1.34979248046875	6.9158935546875
0.436553955078125	1.5643310546875E-05	2.75283346127253E-05	202.061383489844	-1.35223388671875	6.915283203125
0.434112548828125	1.541748046875E-05	2.82866531051695E-05	202.110211489721	-1.3525390625	6.91558837890625
0.431671142578125	1.50604248046875E-05	2.90307398245204E-05	202.159039489597	-1.3525390625	6.915283203125
0.429229736328125	1.44287109375E-05	2.97506867354969E-05	202.207867489474	-1.3531494140625	6.91558837890625
0.426788330078125	1.44775390625E-05	3.04564055113588E-05	202.256695489351	-1.35223388671875	6.91558837890625
0.424346923828125	1.3531494140625E-05	3.11402181978337E-05	202.305523489228	-1.35284423828125	6.91619873046875
0.421905517578125	1.38580322265625E-05	3.18089041684289E-05	202.354351489104	-1.35284423828125	6.915283203125
0.419464111328125	1.282958984375E-05	3.24604552588426E-05	202.403179488981	-1.35223388671875	6.9158935546875
0.417022705078125	1.30889892578125E-05	3.30932343786117E-05	202.452007488858	-1.35040283203125	6.91558837890625
0.414581298828125	1.23382568359375E-05	3.3714015444275E-05	202.500835488735	-1.35101318359375	6.9158935546875
0.412139892578125	1.22589111328125E-05	3.4314529330004E-05	202.549663488611	-1.3525390625	6.91619873046875
0.409698486328125	1.19354248046875E-05	3.49052097590175E-05	202.598491488488	-1.35284423828125	6.91497802734375
0.407257080078125	1.14501953125E-05	3.54761468770448E-05	202.647319488365	-1.35284423828125	6.91650390625
0.404815673828125	1.153564453125E-05	3.60373232979327E-05	202.696147488241	-1.3519287109375	6.915283203125
0.402374267578125	1.07147216796875E-05	3.65805426554289E-05	202.744975488118	-1.35009765625	6.9158935546875
0.399932861328125	1.10870361328125E-05	3.71128116967157E-05	202.793803487995	-1.35040283203125	6.91558837890625
0.397491455078125	1.014404296875E-05	3.76311472791713E-05	202.842631487872	-1.3494873046875	6.915283203125
0.395050048828125	1.0498046875E-05	3.81351019314025E-05	202.891459487748	-1.3494873046875	6.9158935546875
0.392608642578125	9.765625E-06	3.86298197554424E-05	202.940287487625	-1.35009765625	6.9158935546875
0.390167236328125	9.808349609375E-06	3.91076973755844E-05	202.989115487502	-1.3494873046875	6.91558837890625
0.387725830078125	9.4879150390625E-06	3.95787974412087E-05	203.037943487378	-1.34979248046875	6.91558837890625
0.385284423828125	9.1339111328125E-06	4.00334320147522E-05	203.086771487255	-1.35009765625	6.91619873046875
0.382843017578125	9.222412109375E-06	4.04815837100614E-05	203.135599487132	-1.35009765625	6.91558837890625
